epoch,best_model,val_loss,val_ss_loss,val_wp_loss,val_str_loss,val_thr_loss,val_brk_loss,val_redl_loss,val_stops_loss,train_loss,train_ss_loss,train_wp_loss,train_str_loss,train_thr_loss,train_brk_loss,train_redl_loss,train_stops_loss,lrate,stop_counter,lgrad_loss,lw_ss,lw_wp,lw_str,lw_thr,lw_brk,lw_redl,lw_stops,elapsed_time
27,,0.3289612893151079,0.07978668213037579,0.12073809151333129,0.011404551733238117,0.04263829731203788,0.04081624566165903,0.03265286449660296,0.0009245562130177514,0.13001970844090366,0.04332434167262223,0.05868046756384049,0.005691282048300923,0.012925434439025649,0.006925227844149969,0.0008367361289405888,0.0016445822761018702,2.5e-05,9,,0.9999547600746155,0.999889612197876,1.000044345855713,0.9999659061431885,1.000014305114746,1.000064492225647,1.0000666379928589,5805.810585021973
28,,0.32620310748851983,0.0801909948576102,0.12128418458702193,0.010848033991774612,0.040004825371173364,0.04086032828832269,0.03209018444663549,0.0009245562130177514,0.12802747290778566,0.043199515501267424,0.05753957990883041,0.005621772575763596,0.012577128859800236,0.006597399120328783,0.0008557852519697729,0.0016445822761018702,2.5e-05,8,,0.9999539852142334,0.9998889565467834,1.000044584274292,0.9999662041664124,1.0000145435333252,1.000064730644226,1.000066876411438,5849.061945915222
29,,0.3219097773553675,0.08063007906057248,0.12075561945474958,0.010838307550428436,0.039822338655254856,0.039050428705846546,0.029888447424161746,0.0009245562130177514,0.12608467841417806,0.04310726291609347,0.05648557975595797,0.005548765522797485,0.012350242540756055,0.006197979042791021,0.0007585210812924618,0.0016445822761018702,1.25e-05,7,,0.9999532103538513,0.999888002872467,1.000044822692871,0.9999666213989258,1.0000149011611938,1.0000650882720947,1.0000672340393066,6025.916416883469
30,,0.37199588538252215,0.08022368282145827,0.13114756134489247,0.011206987113141362,0.048809337094233275,0.052304690972859634,0.047379069180224144,0.0009245562130177514,0.12026265509091909,0.042882271881205906,0.053892621098298656,0.005182893892719227,0.010630128338907818,0.005362858287301698,0.0006753311472745945,0.0016445822761018702,1.25e-05,6,,0.9999525547027588,0.9998864531517029,1.0000452995300293,0.9999670386314392,1.000015377998352,1.000065565109253,1.0000677108764648,5917.429625988007
31,,0.34711164879912043,0.08010927378888842,0.12660508241093246,0.010955726531801432,0.04309485554917857,0.046388023244644125,0.03903413129510281,0.0009245562130177514,0.11893630742931509,0.04280529294336983,0.05299369680150126,0.005116233764615383,0.010455157585338921,0.005265477685189777,0.000663811552362305,0.0016445822761018702,1.25e-05,5,,0.9999522566795349,0.9998862743377686,1.0000454187393188,0.9999671578407288,1.0000154972076416,1.0000656843185425,1.0000678300857544,6075.382143974304
32,,0.3731100076636854,0.08015516733372294,0.13299751759355388,0.010896662888292791,0.048021576777872076,0.05332990790165307,0.046784618816267755,0.0009245562130177514,0.11757372785018284,0.042740841371384224,0.05233525446354072,0.005066387003923674,0.010125595432530565,0.005026129402022712,0.0006428505728353323,0.0016445822761018702,1.25e-05,4,,0.9999521374702454,0.9998853206634521,1.000045657157898,0.9999674558639526,1.0000157356262207,1.0000659227371216,1.0000680685043335,6087.897478342056
33,,0.3221870953184084,0.08019993850994392,0.12231340459619118,0.010572701344404361,0.038344290119543475,0.03852544825352339,0.03130675674128186,0.0009245562130177514,0.1164426688240002,0.04267557906668702,0.05167062585987234,0.005020434461457518,0.009971110247237616,0.004851195990883011,0.0006170341995857273,0.0016445822761018702,6.25e-06,3,,0.9999515414237976,0.9998846054077148,1.0000457763671875,0.999967634677887,1.0000159740447998,1.0000661611557007,1.0000683069229126,5816.945899963379
34,,0.32651494917711443,0.0803249970416463,0.12271347281866785,0.010753191822370688,0.038623099422786765,0.04033586059796167,0.03283977025421336,0.0009245562130177514,0.11370391924781086,0.042558695896308195,0.050271110606828456,0.004827939765348151,0.009291667674734147,0.004554563086119867,0.0005631015269529127,0.0016445822761018702,6.25e-06,2,,0.9999510049819946,0.9998846054077148,1.000045895576477,0.9999677538871765,1.0000160932540894,1.0000662803649902,1.0000684261322021,5917.276533842087
35,,0.3264426226990345,0.07979798021210134,0.12295491888875927,0.010566897430952054,0.038289225724212554,0.04035267360619576,0.033556371661825235,0.0009245562130177514,0.11280692653875274,0.042521637783190375,0.049768561758559496,0.004799594395033921,0.009118061983897518,0.004388948916161714,0.0005732326555419312,0.0016445822761018702,6.25e-06,1,,0.9999508261680603,0.9998844861984253,1.000045895576477,0.9999677538871765,1.0000160932540894,1.0000662803649902,1.0000684261322021,5918.384137868881
36,,0.33987879137925553,0.08052022527918014,0.12572475614440817,0.010497123445985511,0.04107127858946261,0.04378542345346923,0.037355428020822534,0.0009245562130177514,0.11205510223912248,0.04249586020601139,0.0493053068875774,0.00478417989395398,0.00900824391895818,0.004325112321441634,0.0004994568635038552,0.0016445822761018702,6.25e-06,0,,0.9999507665634155,0.9998845458030701,1.0000460147857666,0.9999676942825317,1.000016212463379,1.0000663995742798,1.0000685453414917,6160.712064743042
